humanID,opponent,turn,condition,cooperation
uxkltrki,ppo,1,human,2
uxkltrki,ppo,2,human,2
uxkltrki,ppo,3,human,1
uxkltrki,ppo,4,human,2
uxkltrki,ppo,5,human,1
uxkltrki,ppo,6,human,1
uxkltrki,ppo,7,human,2
uxkltrki,ppo,8,human,2
uxkltrki,ppo,9,human,2
cvtzjnjb,ppo,0,human,2
cvtzjnjb,ppo,1,human,2
cvtzjnjb,ppo,2,human,1
cvtzjnjb,ppo,3,human,2
cvtzjnjb,ppo,4,human,2
cvtzjnjb,ppo,5,human,2
cvtzjnjb,ppo,6,human,1
cvtzjnjb,ppo,7,human,1
cvtzjnjb,ppo,8,human,1
cvtzjnjb,ppo,9,human,2
cvtzjnjb,ppo,0,human,1
cvtzjnjb,ppo,1,human,1
cvtzjnjb,ppo,2,human,1
cvtzjnjb,ppo,3,human,1
cvtzjnjb,ppo,4,human,2
cvtzjnjb,ppo,5,human,1
cvtzjnjb,ppo,6,human,1
cvtzjnjb,ppo,7,human,2
cvtzjnjb,ppo,8,human,2
cvtzjnjb,ppo,9,human,2
cvtzjnjb,ppo,0,human,2
cvtzjnjb,ppo,1,human,2
cvtzjnjb,ppo,2,human,1
cvtzjnjb,ppo,3,human,1
cvtzjnjb,ppo,4,human,2
cvtzjnjb,ppo,5,human,1
cvtzjnjb,ppo,6,human,2
cvtzjnjb,ppo,7,human,1
cvtzjnjb,ppo,8,human,1
cvtzjnjb,ppo,9,human,2
cvtzjnjb,ppo,0,human,2
cvtzjnjb,ppo,1,human,2
cvtzjnjb,ppo,2,human,1
cvtzjnjb,ppo,3,human,2
cvtzjnjb,ppo,4,human,2
cvtzjnjb,ppo,5,human,2
cvtzjnjb,ppo,6,human,1
cvtzjnjb,ppo,7,human,1
cvtzjnjb,ppo,8,human,1
cvtzjnjb,ppo,9,human,2
cvtzjnjb,ppo,0,human,1
cvtzjnjb,ppo,1,human,1
cvtzjnjb,ppo,2,human,1
cvtzjnjb,ppo,3,human,1
cvtzjnjb,ppo,4,human,2
cvtzjnjb,ppo,5,human,1
cvtzjnjb,ppo,6,human,1
cvtzjnjb,ppo,7,human,2
cvtzjnjb,ppo,8,human,2
cvtzjnjb,ppo,9,human,2
cvtzjnjb,ppo,0,human,2
cvtzjnjb,ppo,1,human,2
cvtzjnjb,ppo,2,human,1
cvtzjnjb,ppo,3,human,1
cvtzjnjb,ppo,4,human,2
cvtzjnjb,ppo,5,human,1
cvtzjnjb,ppo,6,human,2
cvtzjnjb,ppo,7,human,1
cvtzjnjb,ppo,8,human,1
cvtzjnjb,ppo,9,human,2
gdvear,ppo,0,human,2
gdvear,ppo,1,human,1
gdvear,ppo,2,human,1
gdvear,ppo,3,human,2
gdvear,ppo,4,human,2
gdvear,ppo,5,human,2
gdvear,ppo,6,human,2
gdvear,ppo,7,human,2
gdvear,ppo,8,human,2
gdvear,ppo,9,human,2
gdvear,ppo,0,human,1
gdvear,ppo,1,human,2
gdvear,ppo,2,human,2
gdvear,ppo,3,human,2
gdvear,ppo,4,human,2
gdvear,ppo,5,human,2
gdvear,ppo,6,human,2
gdvear,ppo,7,human,1
gdvear,ppo,8,human,2
gdvear,ppo,9,human,2
gdvear,ppo,0,human,2
gdvear,ppo,1,human,1
gdvear,ppo,2,human,2
gdvear,ppo,3,human,1
gdvear,ppo,4,human,2
gdvear,ppo,5,human,1
gdvear,ppo,6,human,1
gdvear,ppo,7,human,2
gdvear,ppo,8,human,2
gdvear,ppo,9,human,1
fuhdkqcp,dqn,0,ai,1
fuhdkqcp,dqn,1,ai,1
fuhdkqcp,dqn,2,ai,1
fuhdkqcp,dqn,3,ai,1
fuhdkqcp,dqn,4,ai,1
fuhdkqcp,dqn,5,ai,1
fuhdkqcp,dqn,6,ai,1
fuhdkqcp,dqn,7,ai,1
fuhdkqcp,dqn,8,ai,1
fuhdkqcp,dqn,9,ai,1
fuhdkqcp,dqn,0,ai,1
fuhdkqcp,dqn,1,ai,1
fuhdkqcp,dqn,2,ai,1
fuhdkqcp,dqn,3,ai,1
fuhdkqcp,dqn,4,ai,1
fuhdkqcp,dqn,5,ai,1
fuhdkqcp,dqn,6,ai,1
fuhdkqcp,dqn,7,ai,1
fuhdkqcp,dqn,8,ai,1
fuhdkqcp,dqn,9,ai,1
fuhdkqcp,dqn,0,ai,1
fuhdkqcp,dqn,1,ai,1
fuhdkqcp,dqn,2,ai,1
fuhdkqcp,dqn,3,ai,1
fuhdkqcp,dqn,4,ai,1
fuhdkqcp,dqn,5,ai,1
fuhdkqcp,dqn,6,ai,1
fuhdkqcp,dqn,7,ai,1
fuhdkqcp,dqn,8,ai,1
fuhdkqcp,dqn,9,ai,1
asckiqgo,dqn,0,ai,1
asckiqgo,dqn,1,ai,1
asckiqgo,dqn,2,ai,1
asckiqgo,dqn,3,ai,1
asckiqgo,dqn,4,ai,1
asckiqgo,dqn,5,ai,1
asckiqgo,dqn,6,ai,1
asckiqgo,dqn,7,ai,1
asckiqgo,dqn,8,ai,1
asckiqgo,dqn,9,ai,1
asckiqgo,dqn,0,ai,1
asckiqgo,dqn,1,ai,1
asckiqgo,dqn,2,ai,1
asckiqgo,dqn,3,ai,1
asckiqgo,dqn,4,ai,1
asckiqgo,dqn,5,ai,1
asckiqgo,dqn,6,ai,1
asckiqgo,dqn,7,ai,1
asckiqgo,dqn,8,ai,1
asckiqgo,dqn,9,ai,1
asckiqgo,dqn,0,ai,1
asckiqgo,dqn,1,ai,1
asckiqgo,dqn,2,ai,1
asckiqgo,dqn,3,ai,1
asckiqgo,dqn,4,ai,1
asckiqgo,dqn,5,ai,1
asckiqgo,dqn,6,ai,1
asckiqgo,dqn,7,ai,1
asckiqgo,dqn,8,ai,1
asckiqgo,dqn,9,ai,1
igwdbcp,dqn,0,ai,1
igwdbcp,dqn,1,ai,1
igwdbcp,dqn,2,ai,1
igwdbcp,dqn,3,ai,1
igwdbcp,dqn,4,ai,1
igwdbcp,dqn,5,ai,1
igwdbcp,dqn,6,ai,1
igwdbcp,dqn,7,ai,1
igwdbcp,dqn,8,ai,1
igwdbcp,dqn,9,ai,1
igwdbcp,dqn,0,ai,1
igwdbcp,dqn,1,ai,1
igwdbcp,dqn,2,ai,1
igwdbcp,dqn,3,ai,1
igwdbcp,dqn,4,ai,1
igwdbcp,dqn,5,ai,1
igwdbcp,dqn,6,ai,1
igwdbcp,dqn,7,ai,1
igwdbcp,dqn,8,ai,1
igwdbcp,dqn,9,ai,1
igwdbcp,dqn,0,ai,1
igwdbcp,dqn,1,ai,1
igwdbcp,dqn,2,ai,1
igwdbcp,dqn,3,ai,1
igwdbcp,dqn,4,ai,1
igwdbcp,dqn,5,ai,1
igwdbcp,dqn,6,ai,1
igwdbcp,dqn,7,ai,1
igwdbcp,dqn,8,ai,1
igwdbcp,dqn,9,ai,1
kusygyhi,dqn,0,ai,1
kusygyhi,dqn,1,ai,1
kusygyhi,dqn,2,ai,1
kusygyhi,dqn,3,ai,1
kusygyhi,dqn,4,ai,1
kusygyhi,dqn,5,ai,1
kusygyhi,dqn,6,ai,1
kusygyhi,dqn,7,ai,1
kusygyhi,dqn,8,ai,2
kusygyhi,dqn,9,ai,2
kusygyhi,dqn,0,ai,1
kusygyhi,dqn,1,ai,2
kusygyhi,dqn,2,ai,1
kusygyhi,dqn,3,ai,1
kusygyhi,dqn,4,ai,1
kusygyhi,dqn,5,ai,1
kusygyhi,dqn,6,ai,1
kusygyhi,dqn,7,ai,1
kusygyhi,dqn,8,ai,1
kusygyhi,dqn,9,ai,1
kusygyhi,dqn,0,ai,1
kusygyhi,dqn,1,ai,1
kusygyhi,dqn,2,ai,1
kusygyhi,dqn,3,ai,1
kusygyhi,dqn,4,ai,1
kusygyhi,dqn,5,ai,1
kusygyhi,dqn,6,ai,1
kusygyhi,dqn,7,ai,1
kusygyhi,dqn,8,ai,1
kusygyhi,dqn,9,ai,1
rrtszg,dqn,0,ai,2
rrtszg,dqn,1,ai,2
rrtszg,dqn,2,ai,1
rrtszg,dqn,3,ai,1
rrtszg,dqn,4,ai,2
rrtszg,dqn,5,ai,1
rrtszg,dqn,6,ai,1
rrtszg,dqn,7,ai,2
rrtszg,dqn,8,ai,1
rrtszg,dqn,9,ai,1
rrtszg,dqn,0,ai,2
rrtszg,dqn,1,ai,2
rrtszg,dqn,2,ai,1
rrtszg,dqn,3,ai,1
rrtszg,dqn,4,ai,1
rrtszg,dqn,5,ai,2
rrtszg,dqn,6,ai,1
rrtszg,dqn,7,ai,1
rrtszg,dqn,8,ai,2
rrtszg,dqn,9,ai,1
rrtszg,dqn,0,ai,1
rrtszg,dqn,1,ai,2
rrtszg,dqn,2,ai,2
rrtszg,dqn,3,ai,1
rrtszg,dqn,4,ai,2
rrtszg,dqn,5,ai,1
rrtszg,dqn,6,ai,1
rrtszg,dqn,7,ai,2
rrtszg,dqn,8,ai,1
rrtszg,dqn,9,ai,1
yrvwoq,dqn,0,ai,1
yrvwoq,dqn,1,ai,1
yrvwoq,dqn,2,ai,1
yrvwoq,dqn,3,ai,1
yrvwoq,dqn,4,ai,1
yrvwoq,dqn,5,ai,1
yrvwoq,dqn,6,ai,1
yrvwoq,dqn,7,ai,1
yrvwoq,dqn,8,ai,1
yrvwoq,dqn,9,ai,1
yrvwoq,dqn,0,ai,1
yrvwoq,dqn,1,ai,1
yrvwoq,dqn,2,ai,1
yrvwoq,dqn,3,ai,1
yrvwoq,dqn,4,ai,1
yrvwoq,dqn,5,ai,1
yrvwoq,dqn,6,ai,1
yrvwoq,dqn,7,ai,1
yrvwoq,dqn,8,ai,1
yrvwoq,dqn,9,ai,1
yrvwoq,dqn,0,ai,1
yrvwoq,dqn,1,ai,1
yrvwoq,dqn,2,ai,1
yrvwoq,dqn,3,ai,1
yrvwoq,dqn,4,ai,1
yrvwoq,dqn,5,ai,1
yrvwoq,dqn,6,ai,1
yrvwoq,dqn,7,ai,1
yrvwoq,dqn,8,ai,1
yrvwoq,dqn,9,ai,1
dbxylvd,dqn,0,ai,1
dbxylvd,dqn,1,ai,2
dbxylvd,dqn,2,ai,1
dbxylvd,dqn,3,ai,1
dbxylvd,dqn,4,ai,1
dbxylvd,dqn,5,ai,2
dbxylvd,dqn,6,ai,1
dbxylvd,dqn,7,ai,1
dbxylvd,dqn,8,ai,1
dbxylvd,dqn,9,ai,2
dbxylvd,dqn,0,ai,2
dbxylvd,dqn,1,ai,2
dbxylvd,dqn,2,ai,1
dbxylvd,dqn,3,ai,1
dbxylvd,dqn,4,ai,1
dbxylvd,dqn,5,ai,1
dbxylvd,dqn,6,ai,2
dbxylvd,dqn,7,ai,1
dbxylvd,dqn,8,ai,1
dbxylvd,dqn,9,ai,1
dbxylvd,dqn,0,ai,1
dbxylvd,dqn,1,ai,1
dbxylvd,dqn,2,ai,1
dbxylvd,dqn,3,ai,1
dbxylvd,dqn,4,ai,1
dbxylvd,dqn,5,ai,1
dbxylvd,dqn,6,ai,1
dbxylvd,dqn,7,ai,1
dbxylvd,dqn,8,ai,1
dbxylvd,dqn,9,ai,2
rwwzjzfb,dqn,0,ai,2
rwwzjzfb,dqn,1,ai,2
rwwzjzfb,dqn,2,ai,1
rwwzjzfb,dqn,3,ai,1
rwwzjzfb,dqn,4,ai,1
rwwzjzfb,dqn,5,ai,1
rwwzjzfb,dqn,6,ai,1
rwwzjzfb,dqn,7,ai,2
rwwzjzfb,dqn,8,ai,1
rwwzjzfb,dqn,9,ai,1
rwwzjzfb,dqn,0,ai,2
rwwzjzfb,dqn,1,ai,1
rwwzjzfb,dqn,2,ai,1
rwwzjzfb,dqn,3,ai,1
rwwzjzfb,dqn,4,ai,1
rwwzjzfb,dqn,5,ai,1
rwwzjzfb,dqn,6,ai,1
rwwzjzfb,dqn,7,ai,2
rwwzjzfb,dqn,8,ai,2
rwwzjzfb,dqn,9,ai,1
rwwzjzfb,dqn,0,ai,1
rwwzjzfb,dqn,1,ai,1
rwwzjzfb,dqn,2,ai,1
rwwzjzfb,dqn,3,ai,1
rwwzjzfb,dqn,4,ai,1
rwwzjzfb,dqn,5,ai,1
rwwzjzfb,dqn,6,ai,1
rwwzjzfb,dqn,7,ai,1
rwwzjzfb,dqn,8,ai,1
rwwzjzfb,dqn,9,ai,1
dgsrqtix,dqn,0,ai,1
dgsrqtix,dqn,1,ai,1
dgsrqtix,dqn,2,ai,1
dgsrqtix,dqn,3,ai,1
dgsrqtix,dqn,4,ai,1
dgsrqtix,dqn,5,ai,1
dgsrqtix,dqn,6,ai,1
dgsrqtix,dqn,7,ai,1
dgsrqtix,dqn,8,ai,1
dgsrqtix,dqn,9,ai,1
dgsrqtix,dqn,0,ai,1
dgsrqtix,dqn,1,ai,1
dgsrqtix,dqn,2,ai,1
dgsrqtix,dqn,3,ai,1
dgsrqtix,dqn,4,ai,1
dgsrqtix,dqn,5,ai,1
dgsrqtix,dqn,6,ai,1
dgsrqtix,dqn,7,ai,1
dgsrqtix,dqn,8,ai,1
dgsrqtix,dqn,9,ai,1
dgsrqtix,dqn,0,ai,1
dgsrqtix,dqn,1,ai,1
dgsrqtix,dqn,2,ai,1
dgsrqtix,dqn,3,ai,1
dgsrqtix,dqn,4,ai,1
dgsrqtix,dqn,5,ai,1
dgsrqtix,dqn,6,ai,1
dgsrqtix,dqn,7,ai,1
dgsrqtix,dqn,8,ai,1
dgsrqtix,dqn,9,ai,1
dgsrqtix,dqn,0,ai,1
dgsrqtix,dqn,1,ai,1
dgsrqtix,dqn,2,ai,1
dgsrqtix,dqn,3,ai,1
dgsrqtix,dqn,4,ai,1
dgsrqtix,dqn,5,ai,1
dgsrqtix,dqn,6,ai,1
dgsrqtix,dqn,7,ai,1
dgsrqtix,dqn,8,ai,1
dgsrqtix,dqn,9,ai,1
dgsrqtix,dqn,0,ai,1
dgsrqtix,dqn,1,ai,1
dgsrqtix,dqn,2,ai,1
dgsrqtix,dqn,3,ai,1
dgsrqtix,dqn,4,ai,1
dgsrqtix,dqn,5,ai,1
dgsrqtix,dqn,6,ai,1
dgsrqtix,dqn,7,ai,1
dgsrqtix,dqn,8,ai,1
dgsrqtix,dqn,9,ai,1
dgsrqtix,dqn,0,ai,1
dgsrqtix,dqn,1,ai,1
dgsrqtix,dqn,2,ai,1
dgsrqtix,dqn,3,ai,1
dgsrqtix,dqn,4,ai,1
dgsrqtix,dqn,5,ai,1
dgsrqtix,dqn,6,ai,1
dgsrqtix,dqn,7,ai,1
dgsrqtix,dqn,8,ai,1
dgsrqtix,dqn,9,ai,1
dylvbkbz,dqn,0,ai,1
dylvbkbz,dqn,1,ai,1
dylvbkbz,dqn,2,ai,1
dylvbkbz,dqn,3,ai,1
dylvbkbz,dqn,4,ai,1
dylvbkbz,dqn,5,ai,1
dylvbkbz,dqn,6,ai,1
dylvbkbz,dqn,7,ai,1
dylvbkbz,dqn,8,ai,1
dylvbkbz,dqn,9,ai,1
dylvbkbz,dqn,0,ai,1
dylvbkbz,dqn,1,ai,1
dylvbkbz,dqn,2,ai,1
dylvbkbz,dqn,3,ai,1
dylvbkbz,dqn,4,ai,1
dylvbkbz,dqn,5,ai,1
dylvbkbz,dqn,6,ai,1
dylvbkbz,dqn,7,ai,1
dylvbkbz,dqn,8,ai,1
dylvbkbz,dqn,9,ai,1
dylvbkbz,dqn,0,ai,1
dylvbkbz,dqn,1,ai,1
dylvbkbz,dqn,2,ai,1
dylvbkbz,dqn,3,ai,1
dylvbkbz,dqn,4,ai,1
dylvbkbz,dqn,5,ai,1
dylvbkbz,dqn,6,ai,1
dylvbkbz,dqn,7,ai,1
dylvbkbz,dqn,8,ai,1
dylvbkbz,dqn,9,ai,1
cuqokkxb,dqn,0,ai,1
cuqokkxb,dqn,1,ai,1
cuqokkxb,dqn,2,ai,1
cuqokkxb,dqn,3,ai,1
cuqokkxb,dqn,4,ai,1
cuqokkxb,dqn,5,ai,1
cuqokkxb,dqn,6,ai,1
cuqokkxb,dqn,7,ai,1
cuqokkxb,dqn,8,ai,1
cuqokkxb,dqn,9,ai,1
cuqokkxb,dqn,0,ai,1
cuqokkxb,dqn,1,ai,1
cuqokkxb,dqn,2,ai,1
cuqokkxb,dqn,3,ai,1
cuqokkxb,dqn,4,ai,1
cuqokkxb,dqn,5,ai,1
cuqokkxb,dqn,6,ai,1
cuqokkxb,dqn,7,ai,1
cuqokkxb,dqn,8,ai,1
cuqokkxb,dqn,9,ai,1
cuqokkxb,dqn,0,ai,1
cuqokkxb,dqn,1,ai,1
cuqokkxb,dqn,2,ai,1
cuqokkxb,dqn,3,ai,1
cuqokkxb,dqn,4,ai,1
cuqokkxb,dqn,5,ai,1
cuqokkxb,dqn,6,ai,1
cuqokkxb,dqn,7,ai,1
cuqokkxb,dqn,8,ai,1
cuqokkxb,dqn,9,ai,1
tjjcwbyg,dqn,0,ai,1
tjjcwbyg,dqn,1,ai,1
tjjcwbyg,dqn,2,ai,1
tjjcwbyg,dqn,3,ai,1
tjjcwbyg,dqn,4,ai,1
tjjcwbyg,dqn,5,ai,1
tjjcwbyg,dqn,6,ai,1
tjjcwbyg,dqn,7,ai,1
tjjcwbyg,dqn,8,ai,1
tjjcwbyg,dqn,9,ai,1
tjjcwbyg,dqn,0,ai,1
tjjcwbyg,dqn,1,ai,1
tjjcwbyg,dqn,2,ai,1
tjjcwbyg,dqn,3,ai,1
tjjcwbyg,dqn,4,ai,1
tjjcwbyg,dqn,5,ai,1
tjjcwbyg,dqn,6,ai,1
tjjcwbyg,dqn,7,ai,1
tjjcwbyg,dqn,8,ai,1
tjjcwbyg,dqn,9,ai,1
tjjcwbyg,dqn,0,ai,1
tjjcwbyg,dqn,1,ai,1
tjjcwbyg,dqn,2,ai,1
tjjcwbyg,dqn,3,ai,1
tjjcwbyg,dqn,4,ai,1
tjjcwbyg,dqn,5,ai,1
tjjcwbyg,dqn,6,ai,1
tjjcwbyg,dqn,7,ai,1
tjjcwbyg,dqn,8,ai,1
tjjcwbyg,dqn,9,ai,1
xlshhfh,dqn,0,ai,2
xlshhfh,dqn,1,ai,2
xlshhfh,dqn,2,ai,2
xlshhfh,dqn,3,ai,2
xlshhfh,dqn,4,ai,2
xlshhfh,dqn,5,ai,2
xlshhfh,dqn,6,ai,2
xlshhfh,dqn,7,ai,2
xlshhfh,dqn,8,ai,2
xlshhfh,dqn,9,ai,2
xlshhfh,dqn,0,ai,2
xlshhfh,dqn,1,ai,2
xlshhfh,dqn,2,ai,2
xlshhfh,dqn,3,ai,2
xlshhfh,dqn,4,ai,2
xlshhfh,dqn,5,ai,2
xlshhfh,dqn,6,ai,2
xlshhfh,dqn,7,ai,2
xlshhfh,dqn,8,ai,2
xlshhfh,dqn,9,ai,2
xlshhfh,dqn,0,ai,2
xlshhfh,dqn,1,ai,2
xlshhfh,dqn,2,ai,2
xlshhfh,dqn,3,ai,2
xlshhfh,dqn,4,ai,2
xlshhfh,dqn,5,ai,2
xlshhfh,dqn,6,ai,2
xlshhfh,dqn,7,ai,2
xlshhfh,dqn,8,ai,2
xlshhfh,dqn,9,ai,2
rhdowmwf,dqn,0,ai,2
rhdowmwf,dqn,1,ai,2
rhdowmwf,dqn,2,ai,1
rhdowmwf,dqn,3,ai,2
rhdowmwf,dqn,4,ai,1
rhdowmwf,dqn,5,ai,2
rhdowmwf,dqn,6,ai,2
rhdowmwf,dqn,7,ai,1
rhdowmwf,dqn,8,ai,2
rhdowmwf,dqn,9,ai,1
rhdowmwf,dqn,0,ai,1
rhdowmwf,dqn,1,ai,2
rhdowmwf,dqn,2,ai,2
rhdowmwf,dqn,3,ai,1
rhdowmwf,dqn,4,ai,2
rhdowmwf,dqn,5,ai,2
rhdowmwf,dqn,6,ai,2
rhdowmwf,dqn,7,ai,1
rhdowmwf,dqn,8,ai,2
rhdowmwf,dqn,9,ai,1
rhdowmwf,dqn,0,ai,2
rhdowmwf,dqn,1,ai,2
rhdowmwf,dqn,2,ai,2
rhdowmwf,dqn,3,ai,2
rhdowmwf,dqn,4,ai,2
rhdowmwf,dqn,5,ai,2
rhdowmwf,dqn,6,ai,2
rhdowmwf,dqn,7,ai,2
rhdowmwf,dqn,8,ai,1
rhdowmwf,dqn,9,ai,2
wcqsfmsb,dqn,0,ai,1
wcqsfmsb,dqn,1,ai,2
wcqsfmsb,dqn,2,ai,1
wcqsfmsb,dqn,3,ai,2
wcqsfmsb,dqn,4,ai,2
wcqsfmsb,dqn,5,ai,2
wcqsfmsb,dqn,6,ai,2
wcqsfmsb,dqn,7,ai,2
wcqsfmsb,dqn,8,ai,2
wcqsfmsb,dqn,9,ai,2
wcqsfmsb,dqn,0,ai,1
wcqsfmsb,dqn,1,ai,1
wcqsfmsb,dqn,2,ai,1
wcqsfmsb,dqn,3,ai,1
wcqsfmsb,dqn,4,ai,1
wcqsfmsb,dqn,5,ai,1
wcqsfmsb,dqn,6,ai,1
wcqsfmsb,dqn,7,ai,1
wcqsfmsb,dqn,8,ai,1
wcqsfmsb,dqn,9,ai,2
wcqsfmsb,dqn,0,ai,2
wcqsfmsb,dqn,1,ai,2
wcqsfmsb,dqn,2,ai,2
wcqsfmsb,dqn,3,ai,2
wcqsfmsb,dqn,4,ai,1
wcqsfmsb,dqn,5,ai,1
wcqsfmsb,dqn,6,ai,1
wcqsfmsb,dqn,7,ai,1
wcqsfmsb,dqn,8,ai,1
wcqsfmsb,dqn,9,ai,1
gljsmkpk,dqn,0,ai,1
gljsmkpk,dqn,1,ai,2
gljsmkpk,dqn,2,ai,2
gljsmkpk,dqn,3,ai,1
gljsmkpk,dqn,4,ai,1
gljsmkpk,dqn,5,ai,1
gljsmkpk,dqn,6,ai,1
gljsmkpk,dqn,7,ai,2
gljsmkpk,dqn,8,ai,1
gljsmkpk,dqn,9,ai,1
gljsmkpk,dqn,0,ai,1
gljsmkpk,dqn,1,ai,1
gljsmkpk,dqn,2,ai,1
gljsmkpk,dqn,3,ai,2
gljsmkpk,dqn,4,ai,1
gljsmkpk,dqn,5,ai,1
gljsmkpk,dqn,6,ai,1
gljsmkpk,dqn,7,ai,1
gljsmkpk,dqn,8,ai,1
gljsmkpk,dqn,9,ai,1
gljsmkpk,dqn,0,ai,1
gljsmkpk,dqn,1,ai,1
gljsmkpk,dqn,2,ai,1
gljsmkpk,dqn,3,ai,1
gljsmkpk,dqn,4,ai,1
gljsmkpk,dqn,5,ai,1
gljsmkpk,dqn,6,ai,1
gljsmkpk,dqn,7,ai,1
gljsmkpk,dqn,8,ai,1
gljsmkpk,dqn,9,ai,1
katemxmx,dqn,0,ai,1
katemxmx,dqn,1,ai,2
katemxmx,dqn,2,ai,2
katemxmx,dqn,3,ai,2
katemxmx,dqn,4,ai,2
katemxmx,dqn,5,ai,2
katemxmx,dqn,6,ai,2
katemxmx,dqn,7,ai,1
katemxmx,dqn,8,ai,1
katemxmx,dqn,9,ai,1
katemxmx,dqn,0,ai,1
katemxmx,dqn,1,ai,1
katemxmx,dqn,2,ai,1
katemxmx,dqn,3,ai,1
katemxmx,dqn,4,ai,1
katemxmx,dqn,5,ai,1
katemxmx,dqn,6,ai,1
katemxmx,dqn,7,ai,1
katemxmx,dqn,8,ai,1
katemxmx,dqn,9,ai,1
katemxmx,dqn,0,ai,1
katemxmx,dqn,1,ai,1
katemxmx,dqn,2,ai,1
katemxmx,dqn,3,ai,1
katemxmx,dqn,4,ai,1
katemxmx,dqn,5,ai,1
katemxmx,dqn,6,ai,1
katemxmx,dqn,7,ai,1
katemxmx,dqn,8,ai,1
katemxmx,dqn,9,ai,1
swixgssq,dqn,0,ai,1
swixgssq,dqn,1,ai,1
swixgssq,dqn,2,ai,2
swixgssq,dqn,3,ai,1
swixgssq,dqn,4,ai,1
swixgssq,dqn,5,ai,2
swixgssq,dqn,6,ai,2
swixgssq,dqn,7,ai,1
swixgssq,dqn,8,ai,1
swixgssq,dqn,9,ai,1
swixgssq,dqn,0,ai,1
swixgssq,dqn,1,ai,1
swixgssq,dqn,2,ai,1
swixgssq,dqn,3,ai,1
swixgssq,dqn,4,ai,1
swixgssq,dqn,5,ai,1
swixgssq,dqn,6,ai,1
swixgssq,dqn,7,ai,1
swixgssq,dqn,8,ai,1
swixgssq,dqn,9,ai,1
swixgssq,dqn,0,ai,1
swixgssq,dqn,1,ai,1
swixgssq,dqn,2,ai,1
swixgssq,dqn,3,ai,1
swixgssq,dqn,4,ai,1
swixgssq,dqn,5,ai,1
swixgssq,dqn,6,ai,1
swixgssq,dqn,7,ai,1
swixgssq,dqn,8,ai,1
swixgssq,dqn,9,ai,1
qfhnnexw,dqn,0,ai,1
qfhnnexw,dqn,1,ai,1
qfhnnexw,dqn,2,ai,1
qfhnnexw,dqn,3,ai,1
qfhnnexw,dqn,4,ai,1
qfhnnexw,dqn,5,ai,1
qfhnnexw,dqn,6,ai,1
qfhnnexw,dqn,7,ai,1
qfhnnexw,dqn,8,ai,1
qfhnnexw,dqn,9,ai,1
qfhnnexw,dqn,0,ai,2
qfhnnexw,dqn,1,ai,2
qfhnnexw,dqn,2,ai,1
qfhnnexw,dqn,3,ai,1
qfhnnexw,dqn,4,ai,1
qfhnnexw,dqn,5,ai,1
qfhnnexw,dqn,6,ai,1
qfhnnexw,dqn,7,ai,1
qfhnnexw,dqn,8,ai,1
qfhnnexw,dqn,9,ai,1
qfhnnexw,dqn,0,ai,1
qfhnnexw,dqn,1,ai,1
qfhnnexw,dqn,2,ai,1
qfhnnexw,dqn,3,ai,1
qfhnnexw,dqn,4,ai,1
qfhnnexw,dqn,5,ai,1
qfhnnexw,dqn,6,ai,1
qfhnnexw,dqn,7,ai,1
qfhnnexw,dqn,8,ai,1
qfhnnexw,dqn,9,ai,1
qfhnnexw,dqn,0,ai,1
qfhnnexw,dqn,1,ai,1
qfhnnexw,dqn,2,ai,1
qfhnnexw,dqn,3,ai,1
qfhnnexw,dqn,4,ai,1
qfhnnexw,dqn,5,ai,1
qfhnnexw,dqn,6,ai,1
qfhnnexw,dqn,7,ai,1
qfhnnexw,dqn,8,ai,1
qfhnnexw,dqn,9,ai,1
qfhnnexw,dqn,0,ai,2
qfhnnexw,dqn,1,ai,2
qfhnnexw,dqn,2,ai,1
qfhnnexw,dqn,3,ai,1
qfhnnexw,dqn,4,ai,1
qfhnnexw,dqn,5,ai,1
qfhnnexw,dqn,6,ai,1
qfhnnexw,dqn,7,ai,1
qfhnnexw,dqn,8,ai,1
qfhnnexw,dqn,9,ai,1
qfhnnexw,dqn,0,ai,1
qfhnnexw,dqn,1,ai,1
qfhnnexw,dqn,2,ai,1
qfhnnexw,dqn,3,ai,1
qfhnnexw,dqn,4,ai,1
qfhnnexw,dqn,5,ai,1
qfhnnexw,dqn,6,ai,1
qfhnnexw,dqn,7,ai,1
qfhnnexw,dqn,8,ai,1
qfhnnexw,dqn,9,ai,1
zwrlcxgz,dqn,0,ai,2
zwrlcxgz,dqn,1,ai,2
zwrlcxgz,dqn,2,ai,2
zwrlcxgz,dqn,3,ai,2
zwrlcxgz,dqn,4,ai,2
zwrlcxgz,dqn,5,ai,2
zwrlcxgz,dqn,6,ai,2
zwrlcxgz,dqn,7,ai,1
zwrlcxgz,dqn,8,ai,1
zwrlcxgz,dqn,9,ai,1
zwrlcxgz,dqn,0,ai,2
zwrlcxgz,dqn,1,ai,1
zwrlcxgz,dqn,2,ai,1
zwrlcxgz,dqn,3,ai,1
zwrlcxgz,dqn,4,ai,1
zwrlcxgz,dqn,5,ai,1
zwrlcxgz,dqn,6,ai,1
zwrlcxgz,dqn,7,ai,1
zwrlcxgz,dqn,8,ai,1
zwrlcxgz,dqn,9,ai,1
zwrlcxgz,dqn,0,ai,1
zwrlcxgz,dqn,1,ai,1
zwrlcxgz,dqn,2,ai,1
zwrlcxgz,dqn,3,ai,1
zwrlcxgz,dqn,4,ai,1
