participantID,ai-type,turn,team-expectation,cooperation (dependent variable)
lwdcwpiu,vpg,3,ai,3
lwdcwpiu,vpg,4,ai,1
lwdcwpiu,vpg,5,ai,1
lwdcwpiu,vpg,6,ai,1
lwdcwpiu,vpg,7,ai,3
lwdcwpiu,vpg,8,ai,3
lwdcwpiu,vpg,9,ai,1
lwdcwpiu,vpg,0,ai,3
lwdcwpiu,vpg,1,ai,3
lwdcwpiu,vpg,2,ai,3
lwdcwpiu,vpg,3,ai,3
lwdcwpiu,vpg,4,ai,4
lwdcwpiu,vpg,5,ai,4
lwdcwpiu,vpg,6,ai,2
lwdcwpiu,vpg,7,ai,2
lwdcwpiu,vpg,8,ai,4
lwdcwpiu,vpg,9,ai,4
lwdcwpiu,vpg,0,ai,3
lwdcwpiu,vpg,1,ai,3
lwdcwpiu,vpg,2,ai,3
lwdcwpiu,vpg,3,ai,1
lwdcwpiu,vpg,4,ai,3
lwdcwpiu,vpg,5,ai,3
lwdcwpiu,vpg,6,ai,3
lwdcwpiu,vpg,7,ai,3
lwdcwpiu,vpg,8,ai,1
lwdcwpiu,vpg,9,ai,1
lwdcwpiu,vpg,0,ai,1
lwdcwpiu,vpg,1,ai,1
lwdcwpiu,vpg,2,ai,1
lwdcwpiu,vpg,3,ai,3
lwdcwpiu,vpg,4,ai,1
lwdcwpiu,vpg,5,ai,1
lwdcwpiu,vpg,6,ai,1
lwdcwpiu,vpg,7,ai,3
lwdcwpiu,vpg,8,ai,3
lwdcwpiu,vpg,9,ai,1
lwdcwpiu,vpg,0,ai,3
lwdcwpiu,vpg,1,ai,3
lwdcwpiu,vpg,2,ai,3
lwdcwpiu,vpg,3,ai,3
lwdcwpiu,vpg,4,ai,4
lwdcwpiu,vpg,5,ai,4
lwdcwpiu,vpg,6,ai,2
lwdcwpiu,vpg,7,ai,2
lwdcwpiu,vpg,8,ai,4
lwdcwpiu,vpg,9,ai,4
bcsrmqm,vpg,0,ai,3
bcsrmqm,vpg,1,ai,2
bcsrmqm,vpg,2,ai,2
bcsrmqm,vpg,3,ai,4
bcsrmqm,vpg,4,ai,2
bcsrmqm,vpg,5,ai,4
bcsrmqm,vpg,6,ai,2
bcsrmqm,vpg,7,ai,2
bcsrmqm,vpg,8,ai,2
bcsrmqm,vpg,9,ai,4
bcsrmqm,vpg,0,ai,2
bcsrmqm,vpg,1,ai,2
bcsrmqm,vpg,2,ai,2
bcsrmqm,vpg,3,ai,4
bcsrmqm,vpg,4,ai,1
bcsrmqm,vpg,5,ai,2
bcsrmqm,vpg,6,ai,4
bcsrmqm,vpg,7,ai,4
bcsrmqm,vpg,8,ai,4
bcsrmqm,vpg,9,ai,1
bcsrmqm,vpg,0,ai,4
bcsrmqm,vpg,1,ai,4
bcsrmqm,vpg,2,ai,4
bcsrmqm,vpg,3,ai,3
bcsrmqm,vpg,4,ai,1
bcsrmqm,vpg,5,ai,2
bcsrmqm,vpg,6,ai,2
bcsrmqm,vpg,7,ai,2
bcsrmqm,vpg,8,ai,2
bcsrmqm,vpg,9,ai,2
elrvcq,vpg,0,ai,2
elrvcq,vpg,1,ai,4
elrvcq,vpg,2,ai,2
elrvcq,vpg,3,ai,4
elrvcq,vpg,4,ai,4
elrvcq,vpg,5,ai,4
elrvcq,vpg,6,ai,4
elrvcq,vpg,7,ai,2
elrvcq,vpg,8,ai,4
elrvcq,vpg,9,ai,4
elrvcq,vpg,0,ai,4
elrvcq,vpg,1,ai,4
elrvcq,vpg,2,ai,4
elrvcq,vpg,3,ai,4
elrvcq,vpg,4,ai,2
elrvcq,vpg,5,ai,4
elrvcq,vpg,6,ai,4
elrvcq,vpg,7,ai,4
elrvcq,vpg,8,ai,4
elrvcq,vpg,9,ai,2
elrvcq,vpg,0,ai,2
elrvcq,vpg,1,ai,2
elrvcq,vpg,2,ai,4
elrvcq,vpg,3,ai,2
elrvcq,vpg,4,ai,4
elrvcq,vpg,5,ai,2
elrvcq,vpg,6,ai,4
elrvcq,vpg,7,ai,4
elrvcq,vpg,8,ai,4
elrvcq,vpg,9,ai,4
qqjdxjhm,vpg,0,ai,2
qqjdxjhm,vpg,1,ai,1
qqjdxjhm,vpg,2,ai,1
qqjdxjhm,vpg,3,ai,1
qqjdxjhm,vpg,4,ai,1
qqjdxjhm,vpg,5,ai,3
qqjdxjhm,vpg,6,ai,4
qqjdxjhm,vpg,7,ai,2
qqjdxjhm,vpg,8,ai,4
qqjdxjhm,vpg,9,ai,4
qqjdxjhm,vpg,0,ai,4
qqjdxjhm,vpg,1,ai,4
qqjdxjhm,vpg,2,ai,3
qqjdxjhm,vpg,3,ai,3
qqjdxjhm,vpg,4,ai,3
qqjdxjhm,vpg,5,ai,2
qqjdxjhm,vpg,6,ai,2
qqjdxjhm,vpg,7,ai,2
qqjdxjhm,vpg,8,ai,2
qqjdxjhm,vpg,9,ai,4
qqjdxjhm,vpg,0,ai,3
qqjdxjhm,vpg,1,ai,1
qqjdxjhm,vpg,2,ai,4
qqjdxjhm,vpg,3,ai,2
qqjdxjhm,vpg,4,ai,4
qqjdxjhm,vpg,5,ai,4
qqjdxjhm,vpg,6,ai,2
qqjdxjhm,vpg,7,ai,2
qqjdxjhm,vpg,8,ai,2
qqjdxjhm,vpg,9,ai,4
qqjdxjhm,vpg,0,ai,2
qqjdxjhm,vpg,1,ai,1
qqjdxjhm,vpg,2,ai,1
qqjdxjhm,vpg,3,ai,1
qqjdxjhm,vpg,4,ai,1
qqjdxjhm,vpg,5,ai,3
qqjdxjhm,vpg,6,ai,4
qqjdxjhm,vpg,7,ai,2
qqjdxjhm,vpg,8,ai,4
qqjdxjhm,vpg,9,ai,4
qqjdxjhm,vpg,0,ai,4
qqjdxjhm,vpg,1,ai,4
qqjdxjhm,vpg,2,ai,3
qqjdxjhm,vpg,3,ai,3
qqjdxjhm,vpg,4,ai,3
qqjdxjhm,vpg,5,ai,2
qqjdxjhm,vpg,6,ai,2
qqjdxjhm,vpg,7,ai,2
qqjdxjhm,vpg,8,ai,2
qqjdxjhm,vpg,9,ai,4
qqjdxjhm,vpg,0,ai,3
qqjdxjhm,vpg,1,ai,1
qqjdxjhm,vpg,2,ai,4
qqjdxjhm,vpg,3,ai,2
qqjdxjhm,vpg,4,ai,4
qqjdxjhm,vpg,5,ai,4
qqjdxjhm,vpg,6,ai,2
qqjdxjhm,vpg,7,ai,2
qqjdxjhm,vpg,8,ai,2
qqjdxjhm,vpg,9,ai,2
moiwjbhm,vpg,0,ai,1
moiwjbhm,vpg,1,ai,3
moiwjbhm,vpg,2,ai,3
moiwjbhm,vpg,3,ai,1
moiwjbhm,vpg,4,ai,2
moiwjbhm,vpg,5,ai,4
moiwjbhm,vpg,6,ai,2
moiwjbhm,vpg,7,ai,2
moiwjbhm,vpg,8,ai,4
moiwjbhm,vpg,9,ai,2
moiwjbhm,vpg,0,ai,3
moiwjbhm,vpg,1,ai,2
moiwjbhm,vpg,2,ai,4
moiwjbhm,vpg,3,ai,4
moiwjbhm,vpg,4,ai,4
moiwjbhm,vpg,5,ai,1
moiwjbhm,vpg,6,ai,1
moiwjbhm,vpg,7,ai,3
moiwjbhm,vpg,8,ai,2
moiwjbhm,vpg,9,ai,4
moiwjbhm,vpg,0,ai,2
moiwjbhm,vpg,1,ai,2
moiwjbhm,vpg,2,ai,2
moiwjbhm,vpg,3,ai,2
moiwjbhm,vpg,4,ai,2
moiwjbhm,vpg,5,ai,4
moiwjbhm,vpg,6,ai,3
moiwjbhm,vpg,7,ai,1
moiwjbhm,vpg,8,ai,3
moiwjbhm,vpg,9,ai,3
ivdvviyo,vpg,0,ai,4
ivdvviyo,vpg,1,ai,2
ivdvviyo,vpg,2,ai,4
ivdvviyo,vpg,3,ai,2
ivdvviyo,vpg,4,ai,4
ivdvviyo,vpg,5,ai,2
ivdvviyo,vpg,6,ai,4
ivdvviyo,vpg,7,ai,4
ivdvviyo,vpg,8,ai,4
ivdvviyo,vpg,9,ai,2
ivdvviyo,vpg,0,ai,4
ivdvviyo,vpg,1,ai,4
ivdvviyo,vpg,2,ai,2
ivdvviyo,vpg,3,ai,2
ivdvviyo,vpg,4,ai,2
ivdvviyo,vpg,5,ai,2
ivdvviyo,vpg,6,ai,4
ivdvviyo,vpg,7,ai,2
ivdvviyo,vpg,8,ai,4
ivdvviyo,vpg,9,ai,4
ivdvviyo,vpg,0,ai,4
ivdvviyo,vpg,1,ai,4
ivdvviyo,vpg,2,ai,4
ivdvviyo,vpg,3,ai,4
ivdvviyo,vpg,4,ai,4
ivdvviyo,vpg,5,ai,2
ivdvviyo,vpg,6,ai,2
ivdvviyo,vpg,7,ai,2
ivdvviyo,vpg,8,ai,4
ivdvviyo,vpg,9,ai,2
uvbbizqm,vpg,0,ai,4
uvbbizqm,vpg,1,ai,1
uvbbizqm,vpg,2,ai,4
uvbbizqm,vpg,3,ai,3
uvbbizqm,vpg,4,ai,2
uvbbizqm,vpg,5,ai,3
uvbbizqm,vpg,6,ai,1
uvbbizqm,vpg,7,ai,4
uvbbizqm,vpg,8,ai,4
uvbbizqm,vpg,9,ai,1
uvbbizqm,vpg,0,ai,2
uvbbizqm,vpg,1,ai,1
uvbbizqm,vpg,2,ai,2
uvbbizqm,vpg,3,ai,1
uvbbizqm,vpg,4,ai,4
uvbbizqm,vpg,5,ai,4
uvbbizqm,vpg,6,ai,3
uvbbizqm,vpg,7,ai,4
uvbbizqm,vpg,8,ai,2
uvbbizqm,vpg,9,ai,1
uvbbizqm,vpg,0,ai,2
uvbbizqm,vpg,1,ai,2
uvbbizqm,vpg,2,ai,3
uvbbizqm,vpg,3,ai,4
uvbbizqm,vpg,4,ai,1
uvbbizqm,vpg,5,ai,2
uvbbizqm,vpg,6,ai,1
uvbbizqm,vpg,7,ai,4
uvbbizqm,vpg,8,ai,4
uvbbizqm,vpg,9,ai,1
ksesrkce,vpg,0,ai,3
ksesrkce,vpg,1,ai,4
ksesrkce,vpg,2,ai,1
ksesrkce,vpg,3,ai,4
ksesrkce,vpg,4,ai,3
ksesrkce,vpg,5,ai,4
ksesrkce,vpg,6,ai,4
ksesrkce,vpg,7,ai,2
ksesrkce,vpg,8,ai,2
ksesrkce,vpg,9,ai,3
ksesrkce,vpg,0,ai,2
ksesrkce,vpg,1,ai,4
ksesrkce,vpg,2,ai,1
ksesrkce,vpg,3,ai,1
ksesrkce,vpg,4,ai,1
ksesrkce,vpg,5,ai,4
ksesrkce,vpg,6,ai,2
ksesrkce,vpg,7,ai,2
ksesrkce,vpg,8,ai,1
ksesrkce,vpg,9,ai,4
ksesrkce,vpg,0,ai,2
ksesrkce,vpg,1,ai,2
ksesrkce,vpg,2,ai,1
ksesrkce,vpg,3,ai,2
ksesrkce,vpg,4,ai,3
ksesrkce,vpg,5,ai,4
ksesrkce,vpg,6,ai,1
ksesrkce,vpg,7,ai,4
ksesrkce,vpg,8,ai,1
ksesrkce,vpg,9,ai,4
jfrzbna,vpg,0,ai,1
jfrzbna,vpg,1,ai,1
jfrzbna,vpg,2,ai,3
jfrzbna,vpg,3,ai,2
jfrzbna,vpg,4,ai,3
jfrzbna,vpg,5,ai,4
jfrzbna,vpg,6,ai,2
jfrzbna,vpg,7,ai,4
jfrzbna,vpg,8,ai,2
jfrzbna,vpg,9,ai,2
jfrzbna,vpg,0,ai,1
jfrzbna,vpg,1,ai,1
jfrzbna,vpg,2,ai,4
jfrzbna,vpg,3,ai,2
jfrzbna,vpg,4,ai,4
jfrzbna,vpg,5,ai,2
jfrzbna,vpg,6,ai,4
jfrzbna,vpg,7,ai,2
jfrzbna,vpg,8,ai,2
jfrzbna,vpg,9,ai,2
jfrzbna,vpg,0,ai,1
jfrzbna,vpg,1,ai,1
jfrzbna,vpg,2,ai,2
jfrzbna,vpg,3,ai,2
jfrzbna,vpg,4,ai,4
jfrzbna,vpg,5,ai,4
jfrzbna,vpg,6,ai,4
jfrzbna,vpg,7,ai,2
jfrzbna,vpg,8,ai,2
jfrzbna,vpg,9,ai,2
xjbmpjtg,vpg,0,ai,3
xjbmpjtg,vpg,1,ai,1
xjbmpjtg,vpg,2,ai,3
xjbmpjtg,vpg,3,ai,4
xjbmpjtg,vpg,4,ai,4
xjbmpjtg,vpg,5,ai,1
xjbmpjtg,vpg,6,ai,3
xjbmpjtg,vpg,7,ai,4
xjbmpjtg,vpg,8,ai,3
xjbmpjtg,vpg,9,ai,4
xjbmpjtg,vpg,0,ai,3
xjbmpjtg,vpg,1,ai,1
xjbmpjtg,vpg,2,ai,3
xjbmpjtg,vpg,3,ai,3
xjbmpjtg,vpg,4,ai,3
xjbmpjtg,vpg,5,ai,2
xjbmpjtg,vpg,6,ai,4
xjbmpjtg,vpg,7,ai,4
xjbmpjtg,vpg,8,ai,2
xjbmpjtg,vpg,9,ai,2
xjbmpjtg,vpg,0,ai,2
xjbmpjtg,vpg,1,ai,4
xjbmpjtg,vpg,2,ai,4
xjbmpjtg,vpg,3,ai,4
xjbmpjtg,vpg,4,ai,2
xjbmpjtg,vpg,5,ai,4
xjbmpjtg,vpg,6,ai,2
xjbmpjtg,vpg,7,ai,2
xjbmpjtg,vpg,8,ai,2
xjbmpjtg,vpg,9,ai,2
ncvimvyd,vpg,0,ai,2
ncvimvyd,vpg,1,ai,2
ncvimvyd,vpg,2,ai,4
ncvimvyd,vpg,3,ai,2
ncvimvyd,vpg,4,ai,2
ncvimvyd,vpg,5,ai,4
ncvimvyd,vpg,6,ai,2
ncvimvyd,vpg,7,ai,4
ncvimvyd,vpg,8,ai,2
ncvimvyd,vpg,9,ai,4
ncvimvyd,vpg,0,ai,4
ncvimvyd,vpg,1,ai,4
ncvimvyd,vpg,2,ai,2
ncvimvyd,vpg,3,ai,2
ncvimvyd,vpg,4,ai,2
ncvimvyd,vpg,5,ai,4
ncvimvyd,vpg,6,ai,4
ncvimvyd,vpg,7,ai,4
ncvimvyd,vpg,8,ai,2
ncvimvyd,vpg,9,ai,2
ncvimvyd,vpg,0,ai,4
ncvimvyd,vpg,1,ai,2
ncvimvyd,vpg,2,ai,2
ncvimvyd,vpg,3,ai,4
ncvimvyd,vpg,4,ai,4
ncvimvyd,vpg,5,ai,4
ncvimvyd,vpg,6,ai,4
ncvimvyd,vpg,7,ai,2
ncvimvyd,vpg,8,ai,2
ncvimvyd,vpg,9,ai,4
ftsmwbma,vpg,0,ai,1
ftsmwbma,vpg,1,ai,1
ftsmwbma,vpg,2,ai,1
ftsmwbma,vpg,3,ai,2
ftsmwbma,vpg,4,ai,3
ftsmwbma,vpg,5,ai,3
ftsmwbma,vpg,6,ai,1
ftsmwbma,vpg,7,ai,4
ftsmwbma,vpg,8,ai,1
ftsmwbma,vpg,9,ai,3
ftsmwbma,vpg,0,ai,2
ftsmwbma,vpg,1,ai,3
ftsmwbma,vpg,2,ai,1
ftsmwbma,vpg,3,ai,1
ftsmwbma,vpg,4,ai,1
ftsmwbma,vpg,5,ai,1
ftsmwbma,vpg,6,ai,1
ftsmwbma,vpg,7,ai,2
ftsmwbma,vpg,8,ai,3
ftsmwbma,vpg,9,ai,4
ftsmwbma,vpg,0,ai,1
ftsmwbma,vpg,1,ai,3
ftsmwbma,vpg,2,ai,3
ftsmwbma,vpg,3,ai,2
ftsmwbma,vpg,4,ai,4
ftsmwbma,vpg,5,ai,4
ftsmwbma,vpg,6,ai,2
ftsmwbma,vpg,7,ai,3
ftsmwbma,vpg,8,ai,2
ftsmwbma,vpg,9,ai,2
ftsmwbma,vpg,0,ai,1
ftsmwbma,vpg,1,ai,1
ftsmwbma,vpg,2,ai,1
ftsmwbma,vpg,3,ai,2
ftsmwbma,vpg,4,ai,3
ftsmwbma,vpg,5,ai,3
ftsmwbma,vpg,6,ai,1
ftsmwbma,vpg,7,ai,4
ftsmwbma,vpg,8,ai,1
ftsmwbma,vpg,9,ai,3
ftsmwbma,vpg,0,ai,2
ftsmwbma,vpg,1,ai,3
ftsmwbma,vpg,2,ai,1
ftsmwbma,vpg,3,ai,1
ftsmwbma,vpg,4,ai,1
ftsmwbma,vpg,5,ai,1
ftsmwbma,vpg,6,ai,1
ftsmwbma,vpg,7,ai,2
ftsmwbma,vpg,8,ai,3
ftsmwbma,vpg,9,ai,4
ftsmwbma,vpg,0,ai,1
ftsmwbma,vpg,1,ai,3
ftsmwbma,vpg,2,ai,3
ftsmwbma,vpg,3,ai,2
ftsmwbma,vpg,4,ai,4
ftsmwbma,vpg,5,ai,4
ftsmwbma,vpg,6,ai,2
ftsmwbma,vpg,7,ai,3
ftsmwbma,vpg,8,ai,2
ftsmwbma,vpg,9,ai,4
lofmnnv,vpg,0,ai,1
lofmnnv,vpg,1,ai,1
lofmnnv,vpg,2,ai,1
lofmnnv,vpg,3,ai,3
lofmnnv,vpg,4,ai,1
lofmnnv,vpg,5,ai,3
lofmnnv,vpg,6,ai,1
lofmnnv,vpg,7,ai,1
lofmnnv,vpg,8,ai,1
lofmnnv,vpg,9,ai,3
lofmnnv,vpg,0,ai,4
lofmnnv,vpg,1,ai,4
lofmnnv,vpg,2,ai,4
lofmnnv,vpg,3,ai,4
lofmnnv,vpg,4,ai,2
lofmnnv,vpg,5,ai,2
lofmnnv,vpg,6,ai,2
lofmnnv,vpg,7,ai,3
lofmnnv,vpg,8,ai,3
lofmnnv,vpg,9,ai,3
lofmnnv,vpg,0,ai,3
lofmnnv,vpg,1,ai,3
lofmnnv,vpg,2,ai,1
lofmnnv,vpg,3,ai,1
lofmnnv,vpg,4,ai,1
lofmnnv,vpg,5,ai,3
lofmnnv,vpg,6,ai,1
lofmnnv,vpg,7,ai,1
lofmnnv,vpg,8,ai,1
lofmnnv,vpg,9,ai,3
lovbrvwl,vpg,0,ai,4
lovbrvwl,vpg,1,ai,2
lovbrvwl,vpg,2,ai,4
lovbrvwl,vpg,3,ai,4
lovbrvwl,vpg,4,ai,4
lovbrvwl,vpg,5,ai,4
lovbrvwl,vpg,6,ai,4
lovbrvwl,vpg,7,ai,2
lovbrvwl,vpg,8,ai,4
lovbrvwl,vpg,9,ai,2
lovbrvwl,vpg,0,ai,2
lovbrvwl,vpg,1,ai,4
lovbrvwl,vpg,2,ai,2
lovbrvwl,vpg,3,ai,2
lovbrvwl,vpg,4,ai,4
lovbrvwl,vpg,5,ai,2
lovbrvwl,vpg,6,ai,2
lovbrvwl,vpg,7,ai,4
lovbrvwl,vpg,8,ai,4
lovbrvwl,vpg,9,ai,4
lovbrvwl,vpg,0,ai,4
lovbrvwl,vpg,1,ai,2
lovbrvwl,vpg,2,ai,4
lovbrvwl,vpg,3,ai,2
lovbrvwl,vpg,4,ai,2
lovbrvwl,vpg,5,ai,4
lovbrvwl,vpg,6,ai,4
lovbrvwl,vpg,7,ai,4
lovbrvwl,vpg,8,ai,2
lovbrvwl,vpg,9,ai,2
depjxw,vpg,0,ai,3
depjxw,vpg,1,ai,3
depjxw,vpg,2,ai,3
depjxw,vpg,3,ai,4
depjxw,vpg,4,ai,2
depjxw,vpg,5,ai,4
depjxw,vpg,6,ai,2
depjxw,vpg,7,ai,2
depjxw,vpg,8,ai,4
depjxw,vpg,9,ai,4
depjxw,vpg,0,ai,4
depjxw,vpg,1,ai,2
depjxw,vpg,2,ai,4
depjxw,vpg,3,ai,2
depjxw,vpg,4,ai,2
depjxw,vpg,5,ai,4
depjxw,vpg,6,ai,4
depjxw,vpg,7,ai,2
depjxw,vpg,8,ai,4
depjxw,vpg,9,ai,4
depjxw,vpg,0,ai,4
depjxw,vpg,1,ai,4
depjxw,vpg,2,ai,4
depjxw,vpg,3,ai,4
depjxw,vpg,4,ai,4
depjxw,vpg,5,ai,3
depjxw,vpg,6,ai,2
depjxw,vpg,7,ai,4
depjxw,vpg,8,ai,2
depjxw,vpg,9,ai,4
kgjqxsvs,vpg,0,ai,2
kgjqxsvs,vpg,1,ai,2
kgjqxsvs,vpg,2,ai,4
kgjqxsvs,vpg,3,ai,2
kgjqxsvs,vpg,4,ai,2
kgjqxsvs,vpg,5,ai,2
kgjqxsvs,vpg,6,ai,2
kgjqxsvs,vpg,7,ai,2
kgjqxsvs,vpg,8,ai,2
kgjqxsvs,vpg,9,ai,4
kgjqxsvs,vpg,0,ai,4
kgjqxsvs,vpg,1,ai,2
kgjqxsvs,vpg,2,ai,2
kgjqxsvs,vpg,3,ai,2
kgjqxsvs,vpg,4,ai,2
kgjqxsvs,vpg,5,ai,2
kgjqxsvs,vpg,6,ai,4
kgjqxsvs,vpg,7,ai,2
kgjqxsvs,vpg,8,ai,2
kgjqxsvs,vpg,9,ai,4
kgjqxsvs,vpg,0,ai,4
kgjqxsvs,vpg,1,ai,4
kgjqxsvs,vpg,2,ai,4
kgjqxsvs,vpg,3,ai,4
kgjqxsvs,vpg,4,ai,4
kgjqxsvs,vpg,5,ai,1
kgjqxsvs,vpg,6,ai,3
kgjqxsvs,vpg,7,ai,1
kgjqxsvs,vpg,8,ai,1
kgjqxsvs,vpg,9,ai,1
stkmnqh,vpg,0,ai,2
stkmnqh,vpg,1,ai,3
stkmnqh,vpg,2,ai,4
stkmnqh,vpg,3,ai,2
stkmnqh,vpg,4,ai,3
stkmnqh,vpg,5,ai,4
stkmnqh,vpg,6,ai,4
stkmnqh,vpg,7,ai,4
stkmnqh,vpg,8,ai,2
stkmnqh,vpg,9,ai,1
stkmnqh,vpg,0,ai,1
stkmnqh,vpg,1,ai,2
stkmnqh,vpg,2,ai,4
stkmnqh,vpg,3,ai,1
stkmnqh,vpg,4,ai,4
stkmnqh,vpg,5,ai,2
stkmnqh,vpg,6,ai,3
stkmnqh,vpg,7,ai,2
stkmnqh,vpg,8,ai,4
stkmnqh,vpg,9,ai,2
stkmnqh,vpg,0,ai,2
stkmnqh,vpg,1,ai,4
stkmnqh,vpg,2,ai,2
stkmnqh,vpg,3,ai,4
stkmnqh,vpg,4,ai,2
stkmnqh,vpg,5,ai,4
stkmnqh,vpg,6,ai,2
stkmnqh,vpg,7,ai,4
stkmnqh,vpg,8,ai,4
stkmnqh,vpg,9,ai,4
stkmnqh,vpg,0,ai,2
stkmnqh,vpg,1,ai,3
stkmnqh,vpg,2,ai,4
stkmnqh,vpg,3,ai,2
stkmnqh,vpg,4,ai,3
stkmnqh,vpg,5,ai,4
stkmnqh,vpg,6,ai,4
stkmnqh,vpg,7,ai,4
stkmnqh,vpg,8,ai,2
stkmnqh,vpg,9,ai,1
stkmnqh,vpg,0,ai,1
stkmnqh,vpg,1,ai,2
stkmnqh,vpg,2,ai,4
stkmnqh,vpg,3,ai,1
stkmnqh,vpg,4,ai,4
stkmnqh,vpg,5,ai,2
stkmnqh,vpg,6,ai,3
stkmnqh,vpg,7,ai,2
stkmnqh,vpg,8,ai,4
stkmnqh,vpg,9,ai,2
stkmnqh,vpg,0,ai,2
stkmnqh,vpg,1,ai,4
stkmnqh,vpg,2,ai,2
stkmnqh,vpg,3,ai,4
stkmnqh,vpg,4,ai,2
stkmnqh,vpg,5,ai,4
stkmnqh,vpg,6,ai,2
stkmnqh,vpg,7,ai,4
stkmnqh,vpg,8,ai,4
stkmnqh,vpg,9,ai,2
siujifay,vpg,0,ai,3
siujifay,vpg,1,ai,2
siujifay,vpg,2,ai,4
siujifay,vpg,3,ai,2
siujifay,vpg,4,ai,3
siujifay,vpg,5,ai,3
siujifay,vpg,6,ai,4
siujifay,vpg,7,ai,4
siujifay,vpg,8,ai,2
siujifay,vpg,9,ai,4
siujifay,vpg,0,ai,4
siujifay,vpg,1,ai,2
siujifay,vpg,2,ai,4
siujifay,vpg,3,ai,2
siujifay,vpg,4,ai,2
siujifay,vpg,5,ai,2
siujifay,vpg,6,ai,4
siujifay,vpg,7,ai,2
siujifay,vpg,8,ai,4
siujifay,vpg,9,ai,2
siujifay,vpg,0,ai,4
siujifay,vpg,1,ai,2
siujifay,vpg,2,ai,1
siujifay,vpg,3,ai,1
siujifay,vpg,4,ai,3
siujifay,vpg,5,ai,1
siujifay,vpg,6,ai,1
siujifay,vpg,7,ai,3
siujifay,vpg,8,ai,4
siujifay,vpg,9,ai,3
mxvja,vpg,0,ai,1
mxvja,vpg,1,ai,1
mxvja,vpg,2,ai,1
mxvja,vpg,3,ai,3
mxvja,vpg,4,ai,1
mxvja,vpg,5,ai,1
mxvja,vpg,6,ai,1
mxvja,vpg,7,ai,3
mxvja,vpg,8,ai,1
mxvja,vpg,9,ai,3
mxvja,vpg,0,ai,3
mxvja,vpg,1,ai,1
mxvja,vpg,2,ai,3
mxvja,vpg,3,ai,1
mxvja,vpg,4,ai,3
mxvja,vpg,5,ai,1
mxvja,vpg,6,ai,1
mxvja,vpg,7,ai,3
mxvja,vpg,8,ai,3
mxvja,vpg,9,ai,3
mxvja,vpg,0,ai,1
mxvja,vpg,1,ai,3
mxvja,vpg,2,ai,1
mxvja,vpg,3,ai,1
mxvja,vpg,4,ai,1
mxvja,vpg,5,ai,3
mxvja,vpg,6,ai,1
mxvja,vpg,7,ai,3
mxvja,vpg,8,ai,3
mxvja,vpg,9,ai,1
rhipjehc,vpg,0,ai,2
rhipjehc,vpg,1,ai,2
rhipjehc,vpg,2,ai,4
rhipjehc,vpg,3,ai,4
rhipjehc,vpg,4,ai,1
rhipjehc,vpg,5,ai,1
rhipjehc,vpg,6,ai,4
rhipjehc,vpg,7,ai,4
rhipjehc,vpg,8,ai,4
rhipjehc,vpg,9,ai,3
rhipjehc,vpg,0,ai,3
rhipjehc,vpg,1,ai,4
rhipjehc,vpg,2,ai,2
rhipjehc,vpg,3,ai,4
rhipjehc,vpg,4,ai,4
rhipjehc,vpg,5,ai,2
rhipjehc,vpg,6,ai,4
rhipjehc,vpg,7,ai,4
rhipjehc,vpg,8,ai,4
rhipjehc,vpg,9,ai,2
rhipjehc,vpg,0,ai,1
rhipjehc,vpg,1,ai,1
rhipjehc,vpg,2,ai,1
rhipjehc,vpg,3,ai,1
rhipjehc,vpg,4,ai,1
rhipjehc,vpg,5,ai,1
rhipjehc,vpg,6,ai,2
rhipjehc,vpg,7,ai,2
rhipjehc,vpg,8,ai,2
rhipjehc,vpg,9,ai,4
ymuqeuny,vpg,0,ai,2
ymuqeuny,vpg,1,ai,3
ymuqeuny,vpg,2,ai,1
ymuqeuny,vpg,3,ai,1
ymuqeuny,vpg,4,ai,2
ymuqeuny,vpg,5,ai,4
ymuqeuny,vpg,6,ai,3
ymuqeuny,vpg,7,ai,1
ymuqeuny,vpg,8,ai,2
ymuqeuny,vpg,9,ai,1
ymuqeuny,vpg,0,ai,1
ymuqeuny,vpg,1,ai,4
ymuqeuny,vpg,2,ai,3
ymuqeuny,vpg,3,ai,1
ymuqeuny,vpg,4,ai,4
ymuqeuny,vpg,5,ai,2
ymuqeuny,vpg,6,ai,3
ymuqeuny,vpg,7,ai,1
ymuqeuny,vpg,8,ai,1
ymuqeuny,vpg,9,ai,4
ymuqeuny,vpg,0,ai,1
ymuqeuny,vpg,1,ai,2
ymuqeuny,vpg,2,ai,1
ymuqeuny,vpg,3,ai,1
ymuqeuny,vpg,4,ai,2
ymuqeuny,vpg,5,ai,3
ymuqeuny,vpg,6,ai,3
ymuqeuny,vpg,7,ai,3
ymuqeuny,vpg,8,ai,3
ymuqeuny,vpg,9,ai,1
hyocbqv,vpg,0,ai,1
hyocbqv,vpg,1,ai,4
hyocbqv,vpg,2,ai,2
hyocbqv,vpg,3,ai,1
hyocbqv,vpg,4,ai,1
hyocbqv,vpg,5,ai,3
hyocbqv,vpg,6,ai,4
hyocbqv,vpg,7,ai,3
hyocbqv,vpg,8,ai,2
hyocbqv,vpg,9,ai,1
hyocbqv,vpg,0,ai,1
hyocbqv,vpg,1,ai,1
hyocbqv,vpg,2,ai,4
hyocbqv,vpg,3,ai,3
hyocbqv,vpg,4,ai,3
hyocbqv,vpg,5,ai,4
hyocbqv,vpg,6,ai,4
