participantID,ai-type,turn,team-expectation,cooperation (dependent variable)
hyocbqv,vpg,7,ai,4
hyocbqv,vpg,8,ai,4
hyocbqv,vpg,9,ai,3
hyocbqv,vpg,0,ai,3
hyocbqv,vpg,1,ai,4
hyocbqv,vpg,2,ai,4
hyocbqv,vpg,3,ai,1
hyocbqv,vpg,4,ai,4
hyocbqv,vpg,5,ai,4
hyocbqv,vpg,6,ai,1
hyocbqv,vpg,7,ai,2
hyocbqv,vpg,8,ai,4
hyocbqv,vpg,9,ai,2
jyoqaiin,vpg,0,ai,1
jyoqaiin,vpg,1,ai,1
jyoqaiin,vpg,2,ai,3
jyoqaiin,vpg,3,ai,2
jyoqaiin,vpg,4,ai,3
jyoqaiin,vpg,5,ai,2
jyoqaiin,vpg,6,ai,3
jyoqaiin,vpg,7,ai,4
jyoqaiin,vpg,8,ai,2
jyoqaiin,vpg,9,ai,2
jyoqaiin,vpg,0,ai,1
jyoqaiin,vpg,1,ai,3
jyoqaiin,vpg,2,ai,4
jyoqaiin,vpg,3,ai,4
jyoqaiin,vpg,4,ai,2
jyoqaiin,vpg,5,ai,4
jyoqaiin,vpg,6,ai,2
jyoqaiin,vpg,7,ai,4
jyoqaiin,vpg,8,ai,1
jyoqaiin,vpg,9,ai,3
jyoqaiin,vpg,0,ai,1
jyoqaiin,vpg,1,ai,1
jyoqaiin,vpg,2,ai,1
jyoqaiin,vpg,3,ai,1
jyoqaiin,vpg,4,ai,2
jyoqaiin,vpg,5,ai,2
jyoqaiin,vpg,6,ai,1
jyoqaiin,vpg,7,ai,1
jyoqaiin,vpg,8,ai,3
jyoqaiin,vpg,9,ai,3
rjbocquf,vpg,0,ai,1
rjbocquf,vpg,1,ai,3
rjbocquf,vpg,2,ai,1
rjbocquf,vpg,3,ai,3
rjbocquf,vpg,4,ai,1
rjbocquf,vpg,5,ai,3
rjbocquf,vpg,6,ai,3
rjbocquf,vpg,7,ai,3
rjbocquf,vpg,8,ai,1
rjbocquf,vpg,9,ai,3
rjbocquf,vpg,0,ai,1
rjbocquf,vpg,1,ai,3
rjbocquf,vpg,2,ai,1
rjbocquf,vpg,3,ai,1
rjbocquf,vpg,4,ai,1
rjbocquf,vpg,5,ai,1
rjbocquf,vpg,6,ai,3
rjbocquf,vpg,7,ai,1
rjbocquf,vpg,8,ai,3
rjbocquf,vpg,9,ai,3
rjbocquf,vpg,0,ai,1
rjbocquf,vpg,1,ai,1
rjbocquf,vpg,2,ai,1
rjbocquf,vpg,3,ai,3
rjbocquf,vpg,4,ai,3
rjbocquf,vpg,5,ai,1
rjbocquf,vpg,6,ai,3
rjbocquf,vpg,7,ai,3
rjbocquf,vpg,8,ai,1
rjbocquf,vpg,9,ai,3
vwvutts,vpg,0,ai,1
vwvutts,vpg,1,ai,1
vwvutts,vpg,2,ai,1
vwvutts,vpg,3,ai,3
vwvutts,vpg,4,ai,3
vwvutts,vpg,5,ai,3
vwvutts,vpg,6,ai,3
vwvutts,vpg,7,ai,3
vwvutts,vpg,8,ai,3
vwvutts,vpg,9,ai,3
vwvutts,vpg,0,ai,1
vwvutts,vpg,1,ai,3
vwvutts,vpg,2,ai,3
vwvutts,vpg,3,ai,3
vwvutts,vpg,4,ai,1
vwvutts,vpg,5,ai,3
vwvutts,vpg,6,ai,3
vwvutts,vpg,7,ai,3
vwvutts,vpg,8,ai,1
vwvutts,vpg,9,ai,1
vwvutts,vpg,0,ai,3
vwvutts,vpg,1,ai,1
vwvutts,vpg,2,ai,1
vwvutts,vpg,3,ai,3
vwvutts,vpg,4,ai,1
vwvutts,vpg,5,ai,3
vwvutts,vpg,6,ai,3
vwvutts,vpg,7,ai,3
vwvutts,vpg,8,ai,1
vwvutts,vpg,9,ai,3
rvgltjbv,vpg,0,ai,3
rvgltjbv,vpg,1,ai,2
rvgltjbv,vpg,2,ai,3
rvgltjbv,vpg,3,ai,2
rvgltjbv,vpg,4,ai,3
rvgltjbv,vpg,5,ai,1
rvgltjbv,vpg,6,ai,2
rvgltjbv,vpg,7,ai,1
rvgltjbv,vpg,8,ai,2
rvgltjbv,vpg,9,ai,1
rvgltjbv,vpg,0,ai,1
rvgltjbv,vpg,1,ai,4
rvgltjbv,vpg,2,ai,3
rvgltjbv,vpg,3,ai,2
rvgltjbv,vpg,4,ai,3
rvgltjbv,vpg,5,ai,4
rvgltjbv,vpg,6,ai,3
rvgltjbv,vpg,7,ai,4
rvgltjbv,vpg,8,ai,3
rvgltjbv,vpg,9,ai,3
rvgltjbv,vpg,0,ai,2
rvgltjbv,vpg,1,ai,1
rvgltjbv,vpg,2,ai,1
rvgltjbv,vpg,3,ai,1
rvgltjbv,vpg,4,ai,4
rvgltjbv,vpg,5,ai,3
rvgltjbv,vpg,6,ai,1
rvgltjbv,vpg,7,ai,4
rvgltjbv,vpg,8,ai,3
rvgltjbv,vpg,9,ai,3
hxtuyvqr,ppo,0,ai,3
hxtuyvqr,ppo,1,ai,1
hxtuyvqr,ppo,2,ai,1
hxtuyvqr,ppo,3,ai,3
hxtuyvqr,ppo,4,ai,3
hxtuyvqr,ppo,5,ai,2
hxtuyvqr,ppo,6,ai,4
hxtuyvqr,ppo,7,ai,4
hxtuyvqr,ppo,8,ai,4
hxtuyvqr,ppo,9,ai,4
hxtuyvqr,ppo,0,ai,2
hxtuyvqr,ppo,1,ai,2
hxtuyvqr,ppo,2,ai,2
hxtuyvqr,ppo,3,ai,2
hxtuyvqr,ppo,4,ai,2
hxtuyvqr,ppo,5,ai,2
hxtuyvqr,ppo,6,ai,2
hxtuyvqr,ppo,7,ai,2
hxtuyvqr,ppo,8,ai,4
hxtuyvqr,ppo,9,ai,4
hxtuyvqr,ppo,0,ai,2
hxtuyvqr,ppo,1,ai,2
hxtuyvqr,ppo,2,ai,2
hxtuyvqr,ppo,3,ai,4
hxtuyvqr,ppo,4,ai,4
hxtuyvqr,ppo,5,ai,4
hxtuyvqr,ppo,6,ai,4
hxtuyvqr,ppo,7,ai,4
hxtuyvqr,ppo,8,ai,4
hxtuyvqr,ppo,9,ai,2
eyrsvoju,ppo,0,ai,4
eyrsvoju,ppo,1,ai,2
eyrsvoju,ppo,2,ai,4
eyrsvoju,ppo,3,ai,2
eyrsvoju,ppo,4,ai,4
eyrsvoju,ppo,5,ai,2
eyrsvoju,ppo,6,ai,4
eyrsvoju,ppo,7,ai,4
eyrsvoju,ppo,8,ai,2
eyrsvoju,ppo,9,ai,4
eyrsvoju,ppo,0,ai,2
eyrsvoju,ppo,1,ai,2
eyrsvoju,ppo,2,ai,4
eyrsvoju,ppo,3,ai,2
eyrsvoju,ppo,4,ai,2
eyrsvoju,ppo,5,ai,4
eyrsvoju,ppo,6,ai,4
eyrsvoju,ppo,7,ai,4
eyrsvoju,ppo,8,ai,4
eyrsvoju,ppo,9,ai,2
eyrsvoju,ppo,0,ai,4
eyrsvoju,ppo,1,ai,2
eyrsvoju,ppo,2,ai,2
eyrsvoju,ppo,3,ai,2
eyrsvoju,ppo,4,ai,4
eyrsvoju,ppo,5,ai,4
eyrsvoju,ppo,6,ai,2
eyrsvoju,ppo,7,ai,4
eyrsvoju,ppo,8,ai,2
eyrsvoju,ppo,9,ai,2
xdfzxh,ppo,0,ai,4
xdfzxh,ppo,1,ai,4
xdfzxh,ppo,2,ai,3
xdfzxh,ppo,3,ai,2
xdfzxh,ppo,4,ai,4
xdfzxh,ppo,5,ai,1
xdfzxh,ppo,6,ai,4
xdfzxh,ppo,7,ai,4
xdfzxh,ppo,8,ai,3
xdfzxh,ppo,9,ai,4
xdfzxh,ppo,0,ai,1
xdfzxh,ppo,1,ai,2
xdfzxh,ppo,2,ai,2
xdfzxh,ppo,3,ai,1
xdfzxh,ppo,4,ai,4
xdfzxh,ppo,5,ai,4
xdfzxh,ppo,6,ai,4
xdfzxh,ppo,7,ai,4
xdfzxh,ppo,8,ai,2
xdfzxh,ppo,9,ai,4
xdfzxh,ppo,0,ai,3
xdfzxh,ppo,1,ai,2
xdfzxh,ppo,2,ai,4
xdfzxh,ppo,3,ai,1
xdfzxh,ppo,4,ai,4
xdfzxh,ppo,5,ai,2
xdfzxh,ppo,6,ai,3
xdfzxh,ppo,7,ai,4
xdfzxh,ppo,8,ai,4
xdfzxh,ppo,9,ai,4
tjwhtatw,ppo,0,ai,2
tjwhtatw,ppo,1,ai,4
tjwhtatw,ppo,2,ai,2
tjwhtatw,ppo,3,ai,2
tjwhtatw,ppo,4,ai,4
tjwhtatw,ppo,5,ai,4
tjwhtatw,ppo,6,ai,2
tjwhtatw,ppo,7,ai,2
tjwhtatw,ppo,8,ai,2
tjwhtatw,ppo,9,ai,4
tjwhtatw,ppo,0,ai,2
tjwhtatw,ppo,1,ai,2
tjwhtatw,ppo,2,ai,2
tjwhtatw,ppo,3,ai,2
tjwhtatw,ppo,4,ai,4
tjwhtatw,ppo,5,ai,2
tjwhtatw,ppo,6,ai,4
tjwhtatw,ppo,7,ai,2
tjwhtatw,ppo,8,ai,2
tjwhtatw,ppo,9,ai,4
tjwhtatw,ppo,0,ai,2
tjwhtatw,ppo,1,ai,4
tjwhtatw,ppo,2,ai,4
tjwhtatw,ppo,3,ai,4
tjwhtatw,ppo,4,ai,2
tjwhtatw,ppo,5,ai,4
tjwhtatw,ppo,6,ai,2
tjwhtatw,ppo,7,ai,4
tjwhtatw,ppo,8,ai,4
tjwhtatw,ppo,9,ai,2
mlowhii,ppo,0,ai,4
mlowhii,ppo,1,ai,1
mlowhii,ppo,2,ai,3
mlowhii,ppo,3,ai,4
mlowhii,ppo,4,ai,4
mlowhii,ppo,5,ai,2
mlowhii,ppo,6,ai,4
mlowhii,ppo,7,ai,4
mlowhii,ppo,8,ai,4
mlowhii,ppo,9,ai,2
mlowhii,ppo,0,ai,4
mlowhii,ppo,1,ai,2
mlowhii,ppo,2,ai,4
mlowhii,ppo,3,ai,2
mlowhii,ppo,4,ai,4
mlowhii,ppo,5,ai,4
mlowhii,ppo,6,ai,2
mlowhii,ppo,7,ai,4
mlowhii,ppo,8,ai,2
mlowhii,ppo,9,ai,2
mlowhii,ppo,0,ai,2
mlowhii,ppo,1,ai,2
mlowhii,ppo,2,ai,4
mlowhii,ppo,3,ai,4
mlowhii,ppo,4,ai,4
mlowhii,ppo,5,ai,2
mlowhii,ppo,6,ai,4
mlowhii,ppo,7,ai,2
mlowhii,ppo,8,ai,2
mlowhii,ppo,9,ai,2
nkvotqfq,ppo,0,ai,1
nkvotqfq,ppo,1,ai,2
nkvotqfq,ppo,2,ai,3
nkvotqfq,ppo,3,ai,4
nkvotqfq,ppo,4,ai,1
nkvotqfq,ppo,5,ai,4
nkvotqfq,ppo,6,ai,1
nkvotqfq,ppo,7,ai,1
nkvotqfq,ppo,8,ai,1
nkvotqfq,ppo,9,ai,2
nkvotqfq,ppo,0,ai,1
nkvotqfq,ppo,1,ai,1
nkvotqfq,ppo,2,ai,1
nkvotqfq,ppo,3,ai,4
nkvotqfq,ppo,4,ai,2
nkvotqfq,ppo,5,ai,4
nkvotqfq,ppo,6,ai,3
nkvotqfq,ppo,7,ai,2
nkvotqfq,ppo,8,ai,2
nkvotqfq,ppo,9,ai,2
nkvotqfq,ppo,0,ai,4
nkvotqfq,ppo,1,ai,3
nkvotqfq,ppo,2,ai,4
nkvotqfq,ppo,3,ai,1
nkvotqfq,ppo,4,ai,1
nkvotqfq,ppo,5,ai,2
nkvotqfq,ppo,6,ai,1
nkvotqfq,ppo,7,ai,3
nkvotqfq,ppo,8,ai,4
nkvotqfq,ppo,9,ai,1
dfhbbr,ppo,0,ai,4
dfhbbr,ppo,1,ai,4
dfhbbr,ppo,2,ai,3
dfhbbr,ppo,3,ai,4
dfhbbr,ppo,4,ai,2
dfhbbr,ppo,5,ai,2
dfhbbr,ppo,6,ai,2
dfhbbr,ppo,7,ai,2
dfhbbr,ppo,8,ai,2
dfhbbr,ppo,9,ai,4
dfhbbr,ppo,0,ai,2
dfhbbr,ppo,1,ai,4
dfhbbr,ppo,2,ai,4
dfhbbr,ppo,3,ai,2
dfhbbr,ppo,4,ai,4
dfhbbr,ppo,5,ai,4
dfhbbr,ppo,6,ai,2
dfhbbr,ppo,7,ai,4
dfhbbr,ppo,8,ai,4
dfhbbr,ppo,9,ai,4
dfhbbr,ppo,0,ai,2
dfhbbr,ppo,1,ai,4
dfhbbr,ppo,2,ai,2
dfhbbr,ppo,3,ai,4
dfhbbr,ppo,4,ai,4
dfhbbr,ppo,5,ai,4
dfhbbr,ppo,6,ai,2
dfhbbr,ppo,7,ai,2
dfhbbr,ppo,8,ai,4
dfhbbr,ppo,9,ai,4
menlsxb,ppo,0,ai,1
menlsxb,ppo,1,ai,4
menlsxb,ppo,2,ai,2
menlsxb,ppo,3,ai,3
menlsxb,ppo,4,ai,2
menlsxb,ppo,5,ai,4
menlsxb,ppo,6,ai,4
menlsxb,ppo,7,ai,2
menlsxb,ppo,8,ai,3
menlsxb,ppo,9,ai,3
menlsxb,ppo,0,ai,4
menlsxb,ppo,1,ai,1
menlsxb,ppo,2,ai,4
menlsxb,ppo,3,ai,3
menlsxb,ppo,4,ai,4
menlsxb,ppo,5,ai,2
menlsxb,ppo,6,ai,4
menlsxb,ppo,7,ai,4
menlsxb,ppo,8,ai,4
menlsxb,ppo,9,ai,1
menlsxb,ppo,0,ai,1
menlsxb,ppo,1,ai,3
menlsxb,ppo,2,ai,4
menlsxb,ppo,3,ai,2
menlsxb,ppo,4,ai,4
menlsxb,ppo,5,ai,3
menlsxb,ppo,6,ai,2
menlsxb,ppo,7,ai,4
menlsxb,ppo,8,ai,2
menlsxb,ppo,9,ai,1
kyxewvpx,ppo,0,ai,1
kyxewvpx,ppo,1,ai,1
kyxewvpx,ppo,2,ai,4
kyxewvpx,ppo,3,ai,3
kyxewvpx,ppo,4,ai,2
kyxewvpx,ppo,5,ai,1
kyxewvpx,ppo,6,ai,3
kyxewvpx,ppo,7,ai,1
kyxewvpx,ppo,8,ai,2
kyxewvpx,ppo,9,ai,1
kyxewvpx,ppo,0,ai,1
kyxewvpx,ppo,1,ai,4
kyxewvpx,ppo,2,ai,2
kyxewvpx,ppo,3,ai,2
kyxewvpx,ppo,4,ai,1
kyxewvpx,ppo,5,ai,3
kyxewvpx,ppo,6,ai,3
kyxewvpx,ppo,7,ai,1
kyxewvpx,ppo,8,ai,4
kyxewvpx,ppo,9,ai,1
kyxewvpx,ppo,0,ai,1
kyxewvpx,ppo,1,ai,2
kyxewvpx,ppo,2,ai,4
kyxewvpx,ppo,3,ai,2
kyxewvpx,ppo,4,ai,1
kyxewvpx,ppo,5,ai,1
kyxewvpx,ppo,6,ai,1
kyxewvpx,ppo,7,ai,3
kyxewvpx,ppo,8,ai,3
kyxewvpx,ppo,9,ai,3
xpzksuis,ppo,0,ai,3
xpzksuis,ppo,1,ai,4
xpzksuis,ppo,2,ai,1
xpzksuis,ppo,3,ai,4
xpzksuis,ppo,4,ai,1
xpzksuis,ppo,5,ai,1
xpzksuis,ppo,6,ai,4
xpzksuis,ppo,7,ai,3
xpzksuis,ppo,8,ai,2
xpzksuis,ppo,9,ai,2
xpzksuis,ppo,0,ai,1
xpzksuis,ppo,1,ai,3
xpzksuis,ppo,2,ai,3
xpzksuis,ppo,3,ai,1
xpzksuis,ppo,4,ai,4
xpzksuis,ppo,5,ai,3
xpzksuis,ppo,6,ai,1
xpzksuis,ppo,7,ai,2
xpzksuis,ppo,8,ai,1
xpzksuis,ppo,9,ai,3
xpzksuis,ppo,0,ai,4
xpzksuis,ppo,1,ai,1
xpzksuis,ppo,2,ai,2
xpzksuis,ppo,3,ai,3
xpzksuis,ppo,4,ai,1
xpzksuis,ppo,5,ai,4
xpzksuis,ppo,6,ai,1
xpzksuis,ppo,7,ai,2
xpzksuis,ppo,8,ai,3
xpzksuis,ppo,9,ai,1
biiswofk,ppo,0,ai,3
biiswofk,ppo,1,ai,2
biiswofk,ppo,2,ai,4
biiswofk,ppo,3,ai,1
biiswofk,ppo,4,ai,3
biiswofk,ppo,5,ai,4
biiswofk,ppo,6,ai,2
biiswofk,ppo,7,ai,3
biiswofk,ppo,8,ai,3
biiswofk,ppo,9,ai,3
biiswofk,ppo,0,ai,2
biiswofk,ppo,1,ai,2
biiswofk,ppo,2,ai,2
biiswofk,ppo,3,ai,2
biiswofk,ppo,4,ai,3
biiswofk,ppo,5,ai,2
biiswofk,ppo,6,ai,3
biiswofk,ppo,7,ai,1
biiswofk,ppo,8,ai,4
biiswofk,ppo,9,ai,3
biiswofk,ppo,0,ai,1
biiswofk,ppo,1,ai,2
biiswofk,ppo,2,ai,2
biiswofk,ppo,3,ai,1
biiswofk,ppo,4,ai,4
biiswofk,ppo,5,ai,3
biiswofk,ppo,6,ai,1
biiswofk,ppo,7,ai,2
biiswofk,ppo,8,ai,4
biiswofk,ppo,9,ai,3
qnfefxn,ppo,0,ai,3
qnfefxn,ppo,1,ai,4
qnfefxn,ppo,2,ai,1
qnfefxn,ppo,3,ai,4
qnfefxn,ppo,4,ai,4
qnfefxn,ppo,5,ai,2
qnfefxn,ppo,6,ai,4
qnfefxn,ppo,7,ai,1
qnfefxn,ppo,8,ai,1
qnfefxn,ppo,9,ai,1
qnfefxn,ppo,0,ai,3
qnfefxn,ppo,1,ai,2
qnfefxn,ppo,2,ai,4
qnfefxn,ppo,3,ai,4
qnfefxn,ppo,4,ai,2
qnfefxn,ppo,5,ai,3
qnfefxn,ppo,6,ai,3
qnfefxn,ppo,7,ai,1
qnfefxn,ppo,8,ai,1
qnfefxn,ppo,9,ai,3
qnfefxn,ppo,0,ai,3
qnfefxn,ppo,1,ai,3
qnfefxn,ppo,2,ai,1
qnfefxn,ppo,3,ai,3
qnfefxn,ppo,4,ai,1
qnfefxn,ppo,5,ai,3
qnfefxn,ppo,6,ai,3
qnfefxn,ppo,7,ai,3
qnfefxn,ppo,8,ai,3
qnfefxn,ppo,9,ai,1
muopq,ppo,0,ai,3
muopq,ppo,1,ai,3
muopq,ppo,2,ai,3
muopq,ppo,3,ai,1
muopq,ppo,4,ai,1
muopq,ppo,5,ai,1
muopq,ppo,6,ai,3
muopq,ppo,7,ai,3
muopq,ppo,8,ai,3
muopq,ppo,9,ai,4
muopq,ppo,0,ai,1
muopq,ppo,1,ai,3
muopq,ppo,2,ai,2
muopq,ppo,3,ai,3
muopq,ppo,4,ai,1
muopq,ppo,5,ai,4
muopq,ppo,6,ai,4
muopq,ppo,7,ai,2
muopq,ppo,8,ai,2
muopq,ppo,9,ai,4
muopq,ppo,0,ai,1
muopq,ppo,1,ai,3
muopq,ppo,2,ai,2
muopq,ppo,3,ai,4
muopq,ppo,4,ai,2
muopq,ppo,5,ai,2
muopq,ppo,6,ai,4
muopq,ppo,7,ai,2
muopq,ppo,8,ai,4
muopq,ppo,9,ai,2
jnnxbjh,ppo,0,ai,2
jnnxbjh,ppo,1,ai,2
jnnxbjh,ppo,2,ai,1
jnnxbjh,ppo,3,ai,2
jnnxbjh,ppo,4,ai,3
jnnxbjh,ppo,5,ai,1
jnnxbjh,ppo,6,ai,1
jnnxbjh,ppo,7,ai,3
jnnxbjh,ppo,8,ai,4
jnnxbjh,ppo,9,ai,1
jnnxbjh,ppo,0,ai,2
jnnxbjh,ppo,1,ai,3
jnnxbjh,ppo,2,ai,4
jnnxbjh,ppo,3,ai,4
jnnxbjh,ppo,4,ai,4
jnnxbjh,ppo,5,ai,4
jnnxbjh,ppo,6,ai,2
jnnxbjh,ppo,7,ai,4
jnnxbjh,ppo,8,ai,4
jnnxbjh,ppo,9,ai,4
jnnxbjh,ppo,0,ai,2
jnnxbjh,ppo,1,ai,2
jnnxbjh,ppo,2,ai,3
jnnxbjh,ppo,3,ai,1
jnnxbjh,ppo,4,ai,4
jnnxbjh,ppo,5,ai,4
jnnxbjh,ppo,6,ai,1
jnnxbjh,ppo,7,ai,3
jnnxbjh,ppo,8,ai,2
jnnxbjh,ppo,9,ai,4
jnnxbjh,ppo,0,ai,2
jnnxbjh,ppo,1,ai,2
jnnxbjh,ppo,2,ai,1
jnnxbjh,ppo,3,ai,2
jnnxbjh,ppo,4,ai,3
jnnxbjh,ppo,5,ai,1
jnnxbjh,ppo,6,ai,1
jnnxbjh,ppo,7,ai,3
jnnxbjh,ppo,8,ai,4
jnnxbjh,ppo,9,ai,1
jnnxbjh,ppo,0,ai,2
jnnxbjh,ppo,1,ai,3
jnnxbjh,ppo,2,ai,4
jnnxbjh,ppo,3,ai,4
jnnxbjh,ppo,4,ai,4
jnnxbjh,ppo,5,ai,4
jnnxbjh,ppo,6,ai,2
jnnxbjh,ppo,7,ai,4
jnnxbjh,ppo,8,ai,4
jnnxbjh,ppo,9,ai,4
jnnxbjh,ppo,0,ai,2
jnnxbjh,ppo,1,ai,2
jnnxbjh,ppo,2,ai,3
jnnxbjh,ppo,3,ai,1
jnnxbjh,ppo,4,ai,4
jnnxbjh,ppo,5,ai,4
jnnxbjh,ppo,6,ai,1
jnnxbjh,ppo,7,ai,3
jnnxbjh,ppo,8,ai,2
jnnxbjh,ppo,9,ai,1
fwnfjfsp,ppo,0,ai,1
fwnfjfsp,ppo,1,ai,1
fwnfjfsp,ppo,2,ai,3
fwnfjfsp,ppo,3,ai,1
fwnfjfsp,ppo,4,ai,1
fwnfjfsp,ppo,5,ai,1
fwnfjfsp,ppo,6,ai,3
fwnfjfsp,ppo,7,ai,1
fwnfjfsp,ppo,8,ai,3
fwnfjfsp,ppo,9,ai,1
fwnfjfsp,ppo,0,ai,1
fwnfjfsp,ppo,1,ai,3
fwnfjfsp,ppo,2,ai,3
fwnfjfsp,ppo,3,ai,1
fwnfjfsp,ppo,4,ai,3
fwnfjfsp,ppo,5,ai,3
fwnfjfsp,ppo,6,ai,1
fwnfjfsp,ppo,7,ai,3
fwnfjfsp,ppo,8,ai,1
fwnfjfsp,ppo,9,ai,3
fwnfjfsp,ppo,0,ai,3
fwnfjfsp,ppo,1,ai,3
fwnfjfsp,ppo,2,ai,3
fwnfjfsp,ppo,3,ai,3
fwnfjfsp,ppo,4,ai,1
fwnfjfsp,ppo,5,ai,1
fwnfjfsp,ppo,6,ai,3
fwnfjfsp,ppo,7,ai,1
fwnfjfsp,ppo,8,ai,3
fwnfjfsp,ppo,9,ai,3
fwnfjfsp,ppo,0,ai,1
fwnfjfsp,ppo,1,ai,1
fwnfjfsp,ppo,2,ai,3
fwnfjfsp,ppo,3,ai,1
fwnfjfsp,ppo,4,ai,1
fwnfjfsp,ppo,5,ai,1
fwnfjfsp,ppo,6,ai,3
fwnfjfsp,ppo,7,ai,1
fwnfjfsp,ppo,8,ai,3
fwnfjfsp,ppo,9,ai,1
fwnfjfsp,ppo,0,ai,1
fwnfjfsp,ppo,1,ai,3
fwnfjfsp,ppo,2,ai,3
fwnfjfsp,ppo,3,ai,1
fwnfjfsp,ppo,4,ai,3
fwnfjfsp,ppo,5,ai,3
fwnfjfsp,ppo,6,ai,1
fwnfjfsp,ppo,7,ai,3
fwnfjfsp,ppo,8,ai,1
fwnfjfsp,ppo,9,ai,3
fwnfjfsp,ppo,0,ai,3
fwnfjfsp,ppo,1,ai,3
fwnfjfsp,ppo,2,ai,3
fwnfjfsp,ppo,3,ai,3
fwnfjfsp,ppo,4,ai,1
fwnfjfsp,ppo,5,ai,1
fwnfjfsp,ppo,6,ai,3
fwnfjfsp,ppo,7,ai,1
fwnfjfsp,ppo,8,ai,1
fwnfjfsp,ppo,9,ai,1
nypuf,ppo,0,ai,2
nypuf,ppo,1,ai,4
nypuf,ppo,2,ai,1
nypuf,ppo,3,ai,2
nypuf,ppo,4,ai,4
nypuf,ppo,5,ai,4
nypuf,ppo,6,ai,3
nypuf,ppo,7,ai,3
nypuf,ppo,8,ai,2
nypuf,ppo,9,ai,4
nypuf,ppo,0,ai,2
nypuf,ppo,1,ai,4
nypuf,ppo,2,ai,2
nypuf,ppo,3,ai,4
nypuf,ppo,4,ai,3
nypuf,ppo,5,ai,3
nypuf,ppo,6,ai,3
nypuf,ppo,7,ai,1
nypuf,ppo,8,ai,4
nypuf,ppo,9,ai,4
nypuf,ppo,0,ai,4
nypuf,ppo,1,ai,2
nypuf,ppo,2,ai,4
nypuf,ppo,3,ai,4
nypuf,ppo,4,ai,2
nypuf,ppo,5,ai,2
nypuf,ppo,6,ai,4
nypuf,ppo,7,ai,4
nypuf,ppo,8,ai,4
nypuf,ppo,9,ai,2
nyjcyyyi,ppo,0,ai,1
nyjcyyyi,ppo,1,ai,3
nyjcyyyi,ppo,2,ai,2
nyjcyyyi,ppo,3,ai,1
nyjcyyyi,ppo,4,ai,3
nyjcyyyi,ppo,5,ai,4
nyjcyyyi,ppo,6,ai,2
nyjcyyyi,ppo,7,ai,1
nyjcyyyi,ppo,8,ai,3
nyjcyyyi,ppo,9,ai,2
nyjcyyyi,ppo,0,ai,1
nyjcyyyi,ppo,1,ai,1
nyjcyyyi,ppo,2,ai,1
nyjcyyyi,ppo,3,ai,3
nyjcyyyi,ppo,4,ai,2
nyjcyyyi,ppo,5,ai,1
nyjcyyyi,ppo,6,ai,1
nyjcyyyi,ppo,7,ai,1
nyjcyyyi,ppo,8,ai,3
nyjcyyyi,ppo,9,ai,4
nyjcyyyi,ppo,0,ai,1
nyjcyyyi,ppo,1,ai,1
nyjcyyyi,ppo,2,ai,3
nyjcyyyi,ppo,3,ai,4
nyjcyyyi,ppo,4,ai,4
nyjcyyyi,ppo,5,ai,4
nyjcyyyi,ppo,6,ai,4
nyjcyyyi,ppo,7,ai,4
nyjcyyyi,ppo,8,ai,2
nyjcyyyi,ppo,9,ai,3
pkbnadqq,ppo,0,ai,1
pkbnadqq,ppo,1,ai,3
pkbnadqq,ppo,2,ai,3
pkbnadqq,ppo,3,ai,3
pkbnadqq,ppo,4,ai,2
pkbnadqq,ppo,5,ai,2
pkbnadqq,ppo,6,ai,3
pkbnadqq,ppo,7,ai,3
pkbnadqq,ppo,8,ai,2
pkbnadqq,ppo,9,ai,4
pkbnadqq,ppo,0,ai,2
pkbnadqq,ppo,1,ai,4
pkbnadqq,ppo,2,ai,3
pkbnadqq,ppo,3,ai,2
pkbnadqq,ppo,4,ai,2
pkbnadqq,ppo,5,ai,3
pkbnadqq,ppo,6,ai,2
pkbnadqq,ppo,7,ai,3
pkbnadqq,ppo,8,ai,4
pkbnadqq,ppo,9,ai,4
pkbnadqq,ppo,0,ai,2
pkbnadqq,ppo,1,ai,4
pkbnadqq,ppo,2,ai,4
pkbnadqq,ppo,3,ai,2
pkbnadqq,ppo,4,ai,2
pkbnadqq,ppo,5,ai,4
pkbnadqq,ppo,6,ai,2
pkbnadqq,ppo,7,ai,3
pkbnadqq,ppo,8,ai,3
pkbnadqq,ppo,9,ai,4
llolhxh,ppo,0,ai,4
llolhxh,ppo,1,ai,2
llolhxh,ppo,2,ai,2
llolhxh,ppo,3,ai,1
llolhxh,ppo,4,ai,3
llolhxh,ppo,5,ai,1
llolhxh,ppo,6,ai,3
llolhxh,ppo,7,ai,3
llolhxh,ppo,8,ai,4
llolhxh,ppo,9,ai,2
llolhxh,ppo,0,ai,3
llolhxh,ppo,1,ai,3
llolhxh,ppo,2,ai,1
llolhxh,ppo,3,ai,1
llolhxh,ppo,4,ai,3
llolhxh,ppo,5,ai,3
llolhxh,ppo,6,ai,4
llolhxh,ppo,7,ai,3
llolhxh,ppo,8,ai,1
llolhxh,ppo,9,ai,1
llolhxh,ppo,0,ai,4
llolhxh,ppo,1,ai,3
llolhxh,ppo,2,ai,3
llolhxh,ppo,3,ai,1
llolhxh,ppo,4,ai,3
llolhxh,ppo,5,ai,1
llolhxh,ppo,6,ai,4
llolhxh,ppo,7,ai,1
llolhxh,ppo,8,ai,1
llolhxh,ppo,9,ai,2
iobdxp,ppo,0,ai,3
